Louisville_intype,Louisville_insubtype,Louisville_indate,Louisville_surreason,Louisville_outtype,Louisville_outsubtype,Louisville_outdate,Louisville_animaltype,Louisville_bites,Louisville_petsize,Dallas_Animal Type,Dallas_Animal Breed,Dallas_Intake Type,Dallas_Intake Subtype,Dallas_Intake Date,Dallas_Outcome Type,Dallas_Outcome Subtype,Dallas_Month,Dallas_Year
STRAY,OTC,2022-02-12,STRAY,TRANSFER,RESCUE GRP,2022-02-19,DOG,N,SMALL,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,EUTHANIZED,HUMANE,FY2024,FY2023
OWNER SUR,OTC,2022-04-05,NO HOME,ADOPTION,INTERNET,2022-04-10,DOG,N,SMALL,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,FOSTER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-02-13,STRAY,TRANSFER,RESCUE GRP,2022-03-06,DOG,N,MED,DOG,MIXED BREED,FOSTER,APPOINT,2022-10-21,ADOPTION,IN FOSTER,FY2024,FY2023
FOSTER,RETURN,2022-07-14,FOSTER RET,ADOPTION,WALK IN,2022-07-15,CAT,N,KITTN,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,FOSTER,UNDERAGE,FY2024,FY2023
OWNER SUR,OTC,2022-04-05,NO HOME,ADOPTION,WALK IN,2022-04-10,DOG,N,SMALL,DOG,MIXED BREED,FOSTER,APPOINT,2022-10-13,DIED,IN SURGERY,FY2024,FY2023
STRAY,OTC,2022-03-15,STRAY,RTO,IN KENNEL,2022-03-19,CAT,N,SMALL,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,ADOPTION,ADOPETS,FY2024,FY2023
STRAY,FIELD,2022-02-18,STRAY,RTO,IN KENNEL,2022-02-20,DOG,N,MED,DOG,MIXED BREED,TRANSFER,OWNER SURR,2022-12-01,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-19,STRAY,TRANSFER,KHS,2022-04-14,DOG,N,LARGE,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
OWNER SUR,OTC,2022-01-14,EUTH MED,EUTH,REQUESTED,2022-01-14,DOG,N,SMALL,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,ADOPTION,ADOPETS,FY2024,FY2023
FOSTER,RETURN,2022-05-17,STRAY,ADOPTION,FOSTER,2022-05-17,DOG,N,SMALL,DOG,MIXED BREED,TRANSFER,OWNER SURR,2022-12-01,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-04-08,FOSTER RET,ADOPTION,INTERNET,2022-04-08,DOG,N,PUPPY,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,FOSTER,UNDERAGE,FY2024,FY2023
STRAY,FIELD,2022-03-31,STRAY,TRANSFER,RESCUE GRP,2022-04-19,DOG,N,MED,DOG,MIXED BREED,FOSTER,APPOINT,2022-10-13,ADOPTION,IN FOSTER,FY2024,FY2023
FOSTER,RETURN,2022-02-07,FOSTER RET,FOSTER,TOO YOUNG,2022-02-07,DOG,N,PUPPY,DOG,MIXED BREED,FOSTER,APPOINT,2022-10-12,FOSTER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-03-31,STRAY,ADOPTION,WEB METRO,2022-04-07,DOG,N,MED,DOG,MIXED BREED,FOSTER,APPOINT,2022-10-29,ADOPTION,IN FOSTER,FY2024,FY2023
STRAY,FIELD,2022-01-31,STRAY,FOSTER,TIME/SPACE,2022-03-05,DOG,N,MED,DOG,MIXED BREED,TREATMENT,SPAY/NEUT,2022-10-27,TREATMENT,COMPLETED,FY2024,FY2023
FOSTER,RETURN,2022-05-11,FOSTER RET,ADOPTION,WALK IN,2022-05-12,CAT,N,KITTN,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,FOSTER,UNDERAGE,FY2024,FY2023
FOSTER,RETURN,2022-03-01,FOSTER RET,DIED,IN FOSTER,2022-03-01,CAT,N,LARGE,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,FOSTER,UNDERAGE,FY2024,FY2023
OWNER SUR,OTC,2022-09-14,OWNER DIED,ADOPTION,INTERNET,2022-09-23,CAT,N,MED,DOG,MIXED BREED,FOSTER,APPOINT,2022-10-21,ADOPTION,IN FOSTER,FY2024,FY2023
FOSTER,RETURN,2022-07-07,FOSTER RET,FOSTER,VACATION,2022-07-07,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-03,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-09-14,STRAY,ADOPTION,WALK IN,2022-09-21,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-03,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-07-16,STRAY,TNR,CARETAKER,2022-07-20,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-03,EUTHANIZED,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-07-16,STRAY,FOSTER,STRAY,2022-07-19,DOG,N,MED,DOG,MIXED BREED,STRAY,LEFT AT,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-03-04,STRAY,DISPOSAL,NECROPSY,2022-03-09,DOG,N,LARGE,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-10-07,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-28,STRAY,TNR,CARETAKER,2022-03-02,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-03,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,FIELD,2022-07-16,STRAY,ADOPTION,WALK IN,2022-07-25,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
OWNER SUR,OTC,2022-05-13,EUTH BEHAV,EUTH,REQUESTED,2022-05-13,DOG,Y,SMALL,DOG,MIXED BREED,STRAY,LEFT AT,2022-10-03,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,FIELD,2022-02-08,STRAY,TRANSPORT,RESCUE GRP,2022-02-19,DOG,N,LARGE,DOG,MIXED BREED,OWNER SURRENDER,APPOINT,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-09,STRAY,TNR,CARETAKER,2022-02-10,CAT,N,MED,CAT,DOMESTIC SH,OWNER SURRENDER,APPOINT,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-09,STRAY,RTO,IN KENNEL,2022-02-09,DOG,N,LARGE,CAT,DOMESTIC SH,OWNER SURRENDER,APPOINT,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-03,STRAY,ADOPTION,INTERNET,2022-03-07,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-11,STRAY,RTO,IN KENNEL,2022-02-14,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-03,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,FIELD,2022-03-03,STRAY,RTO,IN KENNEL,2022-03-05,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,CONFINED,2022-10-03,TRANSFER,UNDERAGE,FY2024,FY2023
FOSTER,RETURN,2022-01-03,STRAY,TRANSFER,RESCUE GRP,2022-01-03,DOG,N,SMALL,CAT,DOMESTIC SH,STRAY,CONFINED,2022-10-03,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,FIELD,2022-03-04,STRAY,RTO,IN KENNEL,2022-03-04,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-03,TRANSFER,MEDICAL,FY2024,FY2023
STRAY,OTC,2022-03-09,STRAY,TRANSFER,KHS,2022-03-16,DOG,N,SMALL,DOG,PIT BULL,CONFISCATED,SAC,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-29,STRAY,RTO,IN KENNEL,2022-03-29,DOG,N,MED,DOG,DOBERMAN PINSCH,CONFISCATED,QUARANTINE,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-29,STRAY,FOSTER,TOO YOUNG,2022-03-30,CAT,N,KITTN,DOG,SIBERIAN HUSKY,CONFISCATED,QUARANTINE,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-30,STRAY,RTO,IN FIELD,2022-03-30,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,CONFINED,2022-10-03,EUTHANIZED,HUMANE,FY2024,FY2023
FOSTER,RETURN,2022-07-27,FOSTER RET,ADOPTION,TV,2022-07-27,CAT,N,KITTN,DOG,MIXED BREED,STRAY,CONFINED,2022-10-03,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-07-10,STRAY,RTO,IN KENNEL,2022-07-11,DOG,N,LARGE,DOG,AUST CATTLE DOG,STRAY,WEB,2022-10-03,FOUND EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-05-04,STRAY,ADOPTION,WALK IN,2022-05-16,DOG,N,MED,DOG,LABRADOR RETR,CONFISCATED,QUARANTINE,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-14,STRAY,ADOPTION,WALK IN,2022-02-16,CAT,N,MED,CAT,MAINE COON,STRAY,WEB,2022-10-03,FOUND EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-09-26,STRAY,RTO,IN KENNEL,2022-09-27,DOG,N,SMALL,DOG,MIXED BREED,STRAY,CONFINED,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-21,STRAY,FOSTER,TOO YOUNG,2022-02-22,CAT,N,KITTN,DOG,MIXED BREED,STRAY,CONFINED,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-02-07,STRAY,DIED,AT VET,2022-02-14,RABBIT,N,MED,BIRD,HAWK,WILDLIFE,NON-RABIES,2022-10-04,WILDLIFE,TRANSFER,FY2024,FY2023
STRAY,OTC,2022-02-24,STRAY,RTO,IN KENNEL,2022-02-28,DOG,N,MED,DOG,LABRADOR RETR,STRAY,CONFINED,2022-10-04,EUTHANIZED,HUMANE,FY2024,FY2023
FOSTER,RETURN,2022-08-14,STRAY,EUTH,HOSPICE,2022-08-14,CAT,N,SMALL,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-24,STRAY,TNR,CARETAKER,2022-03-24,CAT,N,LARGE,LIVESTOCK,,STRAY,WEB,2022-10-03,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-03-27,STRAY,ADOPTION,INTERNET,2022-04-16,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,FIELD,2022-05-06,STRAY,RTO,IN FIELD,2022-05-06,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-20,STRAY,TRANSFER,RESCUE GRP,2022-04-02,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-13,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-03-22,DOA,DISPOSAL,DEAD ARRIV,2022-03-27,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-02-25,FOSTER RET,ADOPTION,FOSTER,2022-02-25,DOG,N,PUPPY,DOG,BELG MALINOIS,STRAY,WEB,2022-10-04,LOST EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-01-18,PETMEDICAL,EUTH,MEDICAL,2022-01-18,CAT,N,SMALL,DOG,ALASKAN HUSKY,STRAY,AT LARGE,2022-10-04,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-01-18,STRAY,TRANSPORT,RESCUE GRP,2022-02-05,DOG,N,MED,DOG,ALASKAN HUSKY,STRAY,AT LARGE,2022-10-04,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-11-04,STRAY,RTO,IN KENNEL,2022-11-09,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-12-13,STRAY,RTO,IN KENNEL,2022-12-17,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,FOSTER,SAME DAY,FY2024,FY2023
FOSTER,RETURN,2022-01-05,STRAY,ADOPTION,WALK IN,2022-01-15,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-01-10,STRAY,ADOPTION,FOSTER,2022-01-31,DOG,N,MED,DOG,MIXED BREED,FOSTER,URGENT,2022-12-11,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-01-13,STRAY,TRANSFER,KHS,2022-01-14,CAT,N,KITTN,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-12-01,FOSTER,GENERAL,FY2024,FY2023
STRAY,FIELD,2022-01-18,STRAY,EUTH,REQUESTED,2022-01-18,DOG,N,LARGE,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-11-19,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-07,STRAY,ADOPTION,INTERNET,2022-04-09,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-12,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-07,STRAY,TRANSFER,KHS,2022-03-16,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-11-07,RETURNED TO OWNER,FIELD,FY2024,FY2023
RETURN,ADOPTION,2022-04-14,CHILD PROB,ADOPTION,WALK IN,2022-05-16,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-12-29,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-16,STRAY,RTO,IN KENNEL,2022-03-19,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-12-29,STRAY,EUTH,HOSPICE,2022-12-29,CAT,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-12-16,STRAY,RTO,IN KENNEL,2022-12-17,DOG,N,TOY,DOG,MIXED BREED,STRAY,CONFINED,2022-12-09,RETURNED TO OWNER,FIELD,FY2024,FY2023
FOSTER,RETURN,2022-03-04,STRAY,ADOPTION,WALK IN,2022-03-04,CAT,N,KITTN,DOG,LABRADOR RETR,STRAY,AT LARGE,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
OWNER SUR,RETURN 30,2022-02-24,CHILD PROB,ADOPTION,WALK IN,2022-03-03,DOG,N,MED,DOG,LABRADOR RETR,STRAY,AT LARGE,2022-10-19,RETURNED TO OWNER,FIELD,FY2024,FY2023
STRAY,OTC,2022-01-08,STRAY,FOSTER,STRAY,2022-01-13,DOG,N,PUPPY,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-01-14,STRAY,RTO,IN KENNEL,2022-01-19,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-01-18,STRAY,ADOPTION,WALK IN,2022-01-28,DOG,N,MED,WILDLIFE,TURTLE,WILDLIFE,NON-RABIES,2022-10-04,WILDLIFE,RELEASE,FY2024,FY2023
STRAY,OTC,2022-01-25,STRAY,TRANSPORT,RESCUE GRP,2022-02-05,DOG,N,SMALL,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-10-04,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-01-26,STRAY,TNR,CARETAKER,2022-01-28,CAT,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-01-26,STRAY,TNR,CARETAKER,2022-01-28,CAT,N,SMALL,DOG,YORKSHIRE TERR,STRAY,WEB,2022-10-04,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-01-27,STRAY,FOSTER,TOO YOUNG,2022-02-01,DOG,N,PUPPY,WILDLIFE,RABBIT SH,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-01-28,STRAY,TRANSFER,KHS,2022-02-09,DOG,N,LARGE,DOG,QUEENSLAND HEEL,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-02-28,STRAY,TNR,CARETAKER,2022-03-02,CAT,N,MED,DOG,QUEENSLAND HEEL,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-04-04,STRAY,TNR,CARETAKER,2022-04-06,CAT,N,MED,DOG,QUEENSLAND HEEL,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-04-04,STRAY,TNR,CARETAKER,2022-04-06,CAT,N,MED,DOG,QUEENSLAND HEEL,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-03-01,STRAY,TNR,CARETAKER,2022-03-03,CAT,N,MED,DOG,QUEENSLAND HEEL,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-02-27,STRAY,RTO,IN KENNEL,2022-02-28,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,FOSTER,SAME DAY,FY2024,FY2023
STRAY,OTC,2022-04-01,STRAY,FOSTER,TOO YOUNG,2022-04-01,CAT,N,KITTN,DOG,GERM SHEPHERD,STRAY,CONFINED,2022-10-04,EUTHANIZED,SPACE,FY2024,FY2023
RETURN,ADOPTION,2022-05-16,OTHER PET,ADOPTION,WALK IN,2022-07-10,DOG,N,LARGE,DOG,MIXED BREED,STRAY,QUARANTINE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-03-09,CRUELTY,DISPOSAL,NECROPSY,2022-03-11,DOG,N,MED,DOG,GERMAN PINSCHER,STRAY,WEB,2022-10-01,FOUND EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-01-15,FOSTER RET,ADOPTION,FOSTER,2022-01-15,DOG,N,PUPPY,CAT,AMER SH,STRAY,WEB,2022-10-02,LOST EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-02-14,RESPONSIBL,ADOPTION,WALK IN,2022-02-15,DOG,N,PUPPY,DOG,BLACK/TAN HOUND,STRAY,WEB,2022-10-04,FOUND EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-02-10,STRAY,ADOPTION,WALK IN,2022-03-20,DOG,Y,LARGE,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-07-28,FOSTER RET,ADOPTION,WALK IN,2022-07-31,CAT,N,KITTN,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-06-04,STRAY,DIED,IN FOSTER,2022-06-04,CAT,N,KITTN,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-06-23,STRAY,EUTH,BEHAV OBSV,2022-06-29,DOG,N,MED,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-05-11,DOA,DISPOSAL,NECROPSY,2022-05-12,DOG,N,PUPPY,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-16,STRAY,ADOPTION,PRV ADOPT,2022-03-31,DOG,N,MED,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,TRANSFER,GENERAL,FY2024,FY2023
STRAY,OTC,2022-02-24,STRAY,RTO,IN KENNEL,2022-03-04,DOG,N,MED,CAT,DOMESTIC SH,TREATMENT,SPAY/NEUT,2022-11-14,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-02-25,STRAY,FOSTER,MEDICAL,2022-05-17,CAT,N,SMALL,CAT,DOMESTIC SH,TREATMENT,SPAY/NEUT,2022-11-30,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-03-29,STRAY,ADOPTION,WALK IN,2022-04-05,DOG,N,SMALL,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,FIELD,2022-03-29,STRAY,RTO,IN KENNEL,2022-03-31,DOG,N,SMALL,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-03-07,STRAY,TNR,CARETAKER,2022-03-09,CAT,N,MED,CAT,DOMESTIC SH,TREATMENT,SPAY/NEUT,2022-11-21,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,FIELD,2022-02-25,STRAY,RTO,IN KENNEL,2022-03-09,DOG,N,PUPPY,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,FIELD,2022-11-20,STRAY,RTO,IN KENNEL,2022-11-21,DOG,N,MED,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-02-26,STRAY,FOSTER,STRAY,2022-03-03,DOG,N,SMALL,CAT,DOMESTIC SH,TREATMENT,SPAY/NEUT,2022-11-14,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,OTC,2022-03-24,STRAY,TRANSFER,KHS,2022-04-14,DOG,N,TOY,CAT,DOMESTIC SH,TREATMENT,SPAY/NEUT,2022-11-14,TREATMENT,COMPLETED,FY2024,FY2023
STRAY,FIELD,2022-03-25,STRAY,ADOPTION,FRIEND,2022-04-11,DOG,N,MED,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,FIELD,2022-01-03,STRAY,FOSTER,VACATION,2022-01-11,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-03-25,STRAY,DIED,IN KENNEL,2022-03-26,CAT,N,MED,DOG,MIXED BREED,KEEPSAFE,OWN ARREST,2022-11-08,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-26,STRAY,ADOPTION,WALK IN,2022-04-02,DOG,N,SMALL,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,EUTHANIZED,SPACE,FY2024,FY2023
STRAY,OTC,2022-01-10,STRAY,ADOPTION,FACEBOOK,2022-04-08,DOG,N,LARGE,CAT,DOMESTIC SH,OWNER SURRENDER,WALK IN,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-05-06,STRAY,RTO,IN KENNEL,2022-05-10,DOG,N,MED,DOG,SHIH TZU,STRAY,WEB,2022-10-02,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-01-14,STRAY,FOSTER,MEDICAL,2022-01-28,CAT,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-02,STRAY,ADOPTION,WALK IN,2022-03-12,DOG,N,LARGE,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,EUTHANIZED,SPACE,FY2024,FY2023
RETURN,ADOPTION,2022-01-26,NO TIME,TRANSPORT,RESCUE GRP,2022-02-05,DOG,N,LARGE,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-04-17,STRAY,ADOPTION,WALK IN,2022-05-02,DOG,N,MED,DOG,MIXED BREED,STRAY,AT LARGE,2022-10-04,ADOPTION,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-01-22,FOSTER RET,ADOPTION,WALK IN,2022-01-22,DOG,N,LARGE,DOG,MIXED BREED,OWNER SURRENDER,WALK IN,2022-10-26,EUTHANIZED,BEHAVIOR,FY2024,FY2023
STRAY,OTC,2022-03-08,STRAY,ADOPTION,WEB PF,2022-03-19,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-01-02,STRAY,RTO,IN KENNEL,2022-01-04,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,AT LARGE,2022-10-04,TRANSFER,UNDERAGE,FY2024,FY2023
STRAY,OTC,2022-01-02,STRAY,TRANSFER,RESCUE GRP,2022-01-12,DOG,N,SMALL,DOG,SIBERIAN HUSKY,STRAY,WEB,2022-10-03,FOUND EXP,OTHER,FY2024,FY2023
FOSTER,RETURN,2022-01-26,STRAY,ADOPTION,WALK IN,2022-01-28,DOG,N,PUPPY,DOG,AMER BULLDOG,STRAY,WEB,2022-10-04,FOUND EXP,OTHER,FY2024,FY2023
STRAY,FIELD,2022-01-07,STRAY,RTO,IN KENNEL,2022-01-11,DOG,N,LARGE,DOG,CHIHUAHUA SH,STRAY,CONFINED,2022-10-04,EUTHANIZED,HUMANE,FY2024,FY2023
STRAY,FIELD,2022-01-16,STRAY,ADOPTION,WALK IN,2022-01-29,DOG,N,PUPPY,DOG,PIT BULL,CONFISCATED,QUARANTINE,2022-10-06,RETURNED TO OWNER,WESTMORELD,FY2024,FY2023
FOSTER,RETURN,2022-02-09,STRAY,TRANSFER,KHS,2022-02-09,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,WEB,2022-10-02,LOST EXP,OTHER,FY2024,FY2023
STRAY,OTC,2022-04-21,STRAY,ADOPTION,PRV ADOPT,2022-05-13,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,CONFINED,2022-10-05,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-03-07,STRAY,ADOPTION,WALK IN,2022-04-07,DOG,N,LARGE,CAT,DOMESTIC SH,STRAY,CONFINED,2022-10-05,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,OTC,2022-09-12,STRAY,RTO,IN KENNEL,2022-09-12,DOG,N,PUPPY,CAT,DOMESTIC SH,STRAY,CONFINED,2022-10-05,ADOPTION,WESTMORELD,FY2024,FY2023
CONFISCATE,POLICE,2022-03-20,STRAY,RTO,IN KENNEL,2022-03-23,DOG,N,MED,CAT,DOMESTIC SH,STRAY,CONFINED,2022-10-05,ADOPTION,WESTMORELD,FY2024,FY2023
STRAY,FIELD,2022-10-09,STRAY,RTO,IN KENNEL,2022-10-14,DOG,N,MED,CAT,DOMESTIC SH,STRAY,CONFINED,2022-10-05,ADOPTION,WESTMORELD,FY2024,FY2023
